"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"9","F1",2022-08-07,"Rennes","Lorient",0,1,"A",0,0,"D",1.36,5.56,9.19,"0-0","0-1",21,6,8,2,3,1,0,0,7,2,11,5,1,9,16,"7-2","N","N","N",4,0,"Rennes-Lorient",65,1,0,40,300,40,360,0,9,0,0,585,360
"12","F1",2022-08-13,"Monaco","Rennes",1,1,"D",0,0,"D",2.21,3.68,3.36,"0-0","1-1",12,4,24,8,0,3,1,0,1,6,6,11,2,7,17,"1-6","Y","N","N",3,1,"Monaco-Rennes",131,2,0,55,750,110,385,0,14,0,0,917,770
"28","F1",2022-08-21,"Rennes","Ajaccio",2,1,"H",1,0,"H",1.43,4.68,8.97,"1-0","2-1",16,7,10,3,5,2,2,0,4,8,13,11,3,12,24,"4-8","Y","Y","N",7,2,"Rennes-Ajaccio",137,3,0,120,2000,360,1440,0,36,0,0,1644,4320
"32","F1",2022-08-27,"Lens","Rennes",2,1,"H",0,0,"D",2.6,3.51,2.83,"0-0","2-1",17,4,12,6,0,1,0,0,7,2,15,13,3,9,28,"7-2","Y","Y","N",1,0,"Lens-Rennes",226,3,0,10,0,30,90,0,27,0,0,2034,270
"48","F1",2022-08-31,"Rennes","Brest",3,1,"H",0,0,"D",1.51,4.93,6.22,"0-0","3-1",16,9,7,2,2,0,0,0,7,3,11,6,4,10,17,"7-3","Y","Y","Y",2,0,"Rennes-Brest",289,4,0,20,0,80,200,0,40,0,0,2890,800
"58","F1",2022-09-04,"Troyes","Rennes",1,1,"D",1,0,"H",4.24,3.92,1.88,"1-0","1-1",9,1,19,6,2,2,1,0,3,5,13,22,2,8,35,"3-5","Y","N","N",4,1,"Troyes-Rennes",62,2,0,65,900,130,520,0,16,0,0,496,1040
"69","F1",2022-09-11,"Rennes","Auxerre",5,0,"H",1,0,"H",1.43,5.08,7.57,"1-0","5-0",12,9,7,3,1,0,0,0,2,1,11,9,5,3,20,"2-1","Y","Y","Y",1,0,"Rennes-Auxerre",294,5,0,10,0,50,30,0,15,0,0,882,150
"77","F1",2022-09-18,"Marseille","Rennes",1,1,"D",0,1,"A",2.11,3.58,3.7,"0-1","1-1",15,4,12,4,3,4,0,0,11,7,13,13,2,18,26,"11-7","Y","N","N",7,0,"Marseille-Rennes",77,2,0,70,1200,140,1260,0,36,0,0,1386,2520
"82","F1",2022-10-01,"Strasbourg","Rennes",1,3,"A",0,1,"A",3.09,3.56,2.4,"0-1","1-3",9,3,17,7,0,2,1,0,1,5,9,13,4,6,22,"1-5","Y","Y","Y",2,1,"Strasbourg-Rennes",220,4,0,45,500,180,270,0,24,0,0,1320,1080
"99","F1",2022-10-09,"Rennes","Nantes",3,0,"H",1,0,"H",1.52,4.73,6.43,"1-0","3-0",14,4,8,3,1,0,1,0,4,3,13,14,3,7,27,"4-3","Y","Y","N",1,1,"Rennes-Nantes",189,3,0,35,0,105,245,0,21,0,0,1323,735
