"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"10","F1","2022-08-07","Marseille","Reims",4,1,"H",2,0,"H",1.61,4.1,6.32,"2-0","4-1",16,6,16,6,2,0,0,0,6,7,14,10,5,13,24,"6-7","Y","Y","Y",2,0,"Marseille-Reims",307,5,83,20,0,100,260,1660,65,415,1079,3991,1300
"16","F1","2022-08-14","Reims","Clermont",2,4,"A",2,0,"H",2.18,3.24,3.93,"2-0","2-4",9,6,10,5,3,3,1,0,1,6,18,8,6,7,26,"1-6","Y","Y","Y",6,1,"Reims-Clermont",315,6,211,85,1650,510,595,17935,42,1266,1477,2205,3570
"23","F1","2022-08-21","Strasbourg","Reims",1,1,"D",1,0,"H",1.84,3.52,5.09,"1-0","1-1",12,3,12,6,1,4,0,0,5,4,12,16,2,9,28,"5-4","Y","N","N",5,0,"Strasbourg-Reims",126,2,53,50,400,100,450,2650,18,106,477,1134,900
"38","F1","2022-08-28","Reims","Lyon",1,1,"D",1,0,"H",4.29,4.13,1.82,"1-0","1-1",8,5,18,5,1,1,1,0,2,7,12,12,2,9,24,"2-7","Y","N","N",2,1,"Reims-Lyon",110,2,48,45,350,90,405,2160,18,96,432,990,810
"40","F1","2022-08-31","Angers","Reims",2,4,"A",0,2,"A",2.66,3.3,2.92,"0-2","2-4",10,3,11,5,1,6,0,1,4,3,9,15,6,7,24,"4-3","Y","Y","Y",7,1,"Angers-Reims",354,6,183,95,850,570,665,17385,42,1098,1281,2478,3990
"57","F1","2022-09-04","Reims","Lens",1,1,"D",0,0,"D",3.23,3.58,2.31,"0-0","1-1",17,4,20,4,2,2,0,1,4,4,9,11,2,8,20,"4-4","Y","N","N",4,1,"Reims-Lens",153,2,40,65,900,130,520,2600,16,80,320,1224,1040
"68","F1","2022-09-11","Toulouse","Reims",1,0,"H",1,0,"H",2.35,3.48,3.24,"1-0","1-0",14,3,11,1,2,2,0,1,4,6,17,11,1,10,28,"4-6","N","N","N",4,1,"Toulouse-Reims",31,1,6,65,900,65,650,390,10,6,60,310,650
"74","F1","2022-09-18","Reims","Monaco",0,3,"A",0,0,"D",3.21,3.66,2.29,"0-0","0-3",9,2,20,11,3,3,1,0,5,4,14,16,3,9,30,"5-4","Y","Y","N",6,1,"Reims-Monaco",224,3,0,85,1650,255,765,0,27,0,0,2016,2295
"88","F1","2022-10-02","Troyes","Reims",2,2,"D",0,1,"A",2.59,3.41,2.92,"0-1","2-2",19,6,5,2,4,2,0,1,10,2,13,13,4,12,26,"10-2","Y","Y","Y",6,1,"Troyes-Reims",207,4,99,85,1800,340,1020,8415,48,396,1188,2484,4080
"93","F1","2022-10-08","Reims","Paris SG",0,0,"D",0,0,"D",7.54,5.45,1.41,"0-0","0-0",24,4,11,3,3,5,0,1,7,3,20,12,0,10,32,"7-3","N","N","N",8,1,"Reims-Paris SG",0,0,0,105,2250,0,1050,0,0,0,0,0,0
"102","F1","2022-10-15","Lorient","Reims",0,0,"D",0,0,"D",2.34,3.39,3.33,"0-0","0-0",10,3,7,2,1,3,0,2,2,2,10,17,0,4,27,"2-2","N","N","N",4,2,"Lorient-Reims",0,0,0,90,800,0,360,0,0,0,0,0,0
"116","F1","2022-10-23","Reims","Auxerre",2,1,"H",1,1,"D",1.88,3.82,4.33,"1-1","2-1",19,10,10,2,4,0,0,0,8,2,13,12,3,10,25,"8-2","Y","Y","N",4,0,"Reims-Auxerre",148,3,79,40,0,120,400,3160,30,237,790,1480,1200
"125","F1","2022-10-30","Brest","Reims",0,0,"D",0,0,"D",2.68,3.49,2.75,"0-0","0-0",12,4,11,3,1,1,0,0,5,5,15,13,0,10,28,"5-5","N","N","N",2,0,"Brest-Reims",0,0,0,20,100,0,200,0,0,0,0,0,0
"137","F1","2022-11-06","Reims","Nantes",1,0,"H",0,0,"D",2.13,3.54,3.69,"0-0","1-0",22,9,15,5,2,4,0,1,10,4,7,13,1,14,20,"10-4","N","N","N",6,1,"Reims-Nantes",82,1,29,85,1300,85,1190,2465,14,29,406,1148,1190
"147","F1","2022-11-13","Montpellier","Reims",1,1,"D",0,0,"D",2.59,3.59,2.8,"0-0","1-1",16,8,17,4,2,2,0,0,11,7,15,15,2,18,30,"11-7","Y","N","N",4,0,"Montpellier-Reims",177,2,34,40,400,80,720,1360,36,68,612,3186,1440
