"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","B1",2024-04-07,"Eupen","Kortrijk",1,1,"D",0,0,"D",2.41,3.28,3.04,"0-0","1-1",7,2,12,4,1,2,0,0,2,4,9,10,2,6,19,"2-4","Y","N","N",3,0,"2024-04-07-Eupen-Kortrijk","Lawrence Visser",2,0.2,1,130,30,200,60,180,12,780,360,1,0,0,0,0,2,0,0,10,0,10,0,20,20,200,28,0,120,0,28,120,148,28,55,28,0,63
"2","B1",2024-04-14,"Kortrijk","Charleroi",1,2,"A",1,0,"H",2.88,3.24,2.54,"1-0","1-2",9,2,12,5,0,1,0,0,4,3,11,12,3,7,23,"4-3","Y","Y","N",1,0,"2024-04-14-Kortrijk-Charleroi","Nicolas Laforge",3,0.8,1.3,195,10,0,30,70,21,1365,210,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,32,0,0,32,32,0,32,0,0,71
"3","B1",2024-04-21,"Kortrijk","RWD Molenbeek",2,4,"A",1,3,"A",2.08,3.36,3.67,"1-3","2-4",16,8,14,8,2,4,0,0,11,4,11,10,6,15,21,"11-4","Y","Y","Y",6,0,"2024-04-21-Kortrijk-RWD Molenbeek","Jan Boterberg",6,1.8,2.9,250,60,800,360,900,90,3750,5400,1,2,0,0,1,2,0,0,10,20,30,10,20,30,900,69,0,203,0,69,203,272,23,29,23,1,175
"4","B1",2024-04-28,"RWD Molenbeek","Kortrijk",0,1,"A",0,1,"A",2.4,3.4,2.95,"0-1","0-1",15,4,10,3,2,2,0,0,6,5,13,10,1,11,23,"6-5","N","N","N",4,0,"2024-04-28-RWD Molenbeek-Kortrijk","Jonathan Lardot",1,1,1.2,16,40,400,40,440,11,176,440,1,1,0,0,1,1,0,0,10,10,20,10,10,20,400,96,0,78,0,96,78,174,17,21,17,0,68
"5","B1",2024-05-05,"Kortrijk","Eupen",1,0,"H",1,0,"H",2.02,3.54,3.64,"1-0","1-0",18,4,10,2,4,3,0,1,7,3,15,12,1,10,27,"7-3","N","N","N",7,1,"2024-05-05-Kortrijk-Eupen","Nathan Verboomen",1,1.5,0.5,55,95,2200,95,950,10,550,950,2,2,0,1,2,1,0,1,20,45,65,20,35,55,3575,215,0,148,150,215,298,513,14,16,14,0,95
"6","B1",2024-05-11,"Charleroi","Kortrijk",3,1,"H",2,0,"H",2.29,3.72,3,"2-0","3-1",12,8,9,4,0,1,0,0,5,5,11,8,4,10,19,"5-5","Y","Y","Y",1,0,"2024-05-11-Charleroi-Kortrijk","Wim Smet",4,2.1,0.8,190,10,0,40,100,40,1900,400,0,0,0,0,0,1,0,0,0,0,0,0,10,10,0,0,0,92,0,0,92,92,0,92,0,1,105
"7","B1",2024-04-20,"Westerlo","Standard",3,3,"D",1,1,"D",2.66,3.57,2.61,"1-1","3-3",19,6,17,8,1,1,0,0,6,7,8,12,6,13,20,"6-7","Y","Y","Y",2,0,"2024-04-20-Westerlo-Standard","Simon Bourdeaud'hui",6,3.1,1.1,331,20,100,120,260,78,4303,1560,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,62,0,73,0,62,73,135,62,73,62,1,149
"8","B1",2024-04-23,"Standard","Mechelen",0,0,"D",0,0,"D",2.48,3.44,2.89,"0-0","0-0",21,6,6,1,0,2,0,0,8,4,9,6,0,12,15,"8-4","N","N","N",2,0,"2024-04-23-Standard-Mechelen","Michiel Allaerts",0,1.5,0.2,0,20,0,0,240,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,20,0,0,0,170,0,0,170,170,0,80,0,0,46
"9","B1",2024-04-27,"Standard","St Truiden",1,1,"D",0,1,"A",2.25,3.49,3.25,"0-1","1-1",19,6,11,6,0,2,0,0,5,4,6,10,2,9,16,"5-4","Y","N","N",2,0,"2024-04-27-Standard-St Truiden","Jan Boterberg",2,2.3,1.8,76,20,0,40,180,18,684,360,0,2,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,60,0,0,60,60,0,23,0,0,67
"10","B1",2024-05-05,"Oud-Heverlee Leuven","Standard",3,1,"H",0,1,"A",2.45,3.39,2.89,"0-1","3-1",16,7,8,1,1,1,0,0,4,1,10,14,4,5,24,"4-1","Y","Y","Y",2,0,"2024-05-05-Oud-Heverlee Leuven-Standard","Wim Smet",4,2.3,0.4,257,20,100,80,100,20,1285,400,0,1,0,0,1,0,0,0,0,10,10,10,0,10,100,93,0,22,0,93,22,115,93,22,22,0,85
