,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,HTCS,CS,HS,HST,AS,AST,HY,AY,HR,AR,HCO,ACO,HF,AF,TG,TC,TF,COSC,OV15,OV25,OV35,TY,TR,matchid,bundesliga_goalmins,n,bundesliga_shirts,Bookings,Crossbookings,GoalsXbookings,CornersXbookings,ShirtsXbookings,GoalsXcorners,GoalsXshirts,ShirtsXcorners,TGMXcorners,GoalsXcornerXbookings
1,D1,8/5/2022,Ein Frankfurt,Bayern Munich,1,6,A,0,5,A,5.84,5.13,1.52,0-5,6-Jan,8,2,23,10,2,0,0,0,5,6,10,11,7,11,21,6-May,Y,Y,Y,2,0,Ein Frankfurt-Bayern Munich,269,7,128,20,0,140,220,2560,77,896,1408,2959,1540
18,D1,8/14/2022,Bayern Munich,Wolfsburg,2,0,H,2,0,H,1.17,9.29,14.98,Feb-00,Feb-00,24,8,7,1,2,1,0,0,8,4,7,10,2,12,17,4-Aug,Y,N,N,3,0,Bayern Munich-Wolfsburg,76,2,0,30,200,60,360,0,24,0,0,912,720
27,D1,8/21/2022,Bochum,Bayern Munich,0,7,A,0,4,A,13.39,8.03,1.2,0-4,0-7,13,7,22,12,1,0,0,0,5,5,10,6,7,10,16,5-May,Y,Y,Y,1,0,Bochum-Bayern Munich,309,7,68,10,0,70,100,680,70,476,680,3090,700
34,D1,8/27/2022,Bayern Munich,Mgladbach,1,1,D,0,1,A,1.2,8.4,13.14,0-1,1-Jan,35,20,5,3,4,2,0,0,14,1,14,7,2,15,21,14-1,Y,N,N,6,0,Bayern Munich-Mgladbach,126,2,0,60,800,120,900,0,30,0,0,1890,1800
41,D1,9/3/2022,Union Berlin,Bayern Munich,1,1,D,1,1,D,7.55,5.74,1.39,1-Jan,1-Jan,10,3,21,6,1,2,0,0,5,7,19,7,2,12,26,7-May,Y,N,N,3,0,Union Berlin-Bayern Munich,27,2,33,30,200,60,360,990,24,66,396,324,720
47,D1,9/10/2022,Bayern Munich,Stuttgart,2,2,D,1,0,H,1.17,8.98,16.13,Jan-00,2-Feb,18,7,8,3,2,5,0,0,3,0,11,9,4,3,20,Mar-00,Y,Y,Y,7,0,Bayern Munich-Stuttgart,243,4,112,70,1000,280,210,7840,12,448,336,729,840
56,D1,9/17/2022,Augsburg,Bayern Munich,1,0,H,0,0,D,14.69,9,1.18,0-0,Jan-00,9,4,21,7,3,1,0,0,2,8,16,9,1,10,25,8-Feb,N,N,N,4,0,Augsburg-Bayern Munich,59,1,11,40,300,40,400,440,10,11,110,590,400
64,D1,9/30/2022,Bayern Munich,Leverkusen,4,0,H,3,0,H,1.41,6.02,6.71,Mar-00,Apr-00,20,10,10,5,0,0,0,0,6,2,10,6,4,8,16,2-Jun,Y,Y,Y,0,0,Bayern Munich-Leverkusen,143,4,0,0,0,0,0,0,32,0,0,1144,0
78,D1,10/8/2022,Dortmund,Bayern Munich,2,2,D,0,1,A,4.53,4.88,1.67,0-1,2-Feb,13,6,9,3,3,6,0,1,7,4,8,11,4,11,19,4-Jul,Y,Y,Y,9,1,Dortmund-Bayern Munich,250,4,0,115,2550,460,1265,0,44,0,0,2750,5060
90,D1,10/16/2022,Bayern Munich,Freiburg,5,0,H,2,0,H,1.29,6.13,10.79,Feb-00,May-00,18,8,6,0,0,2,0,0,5,5,8,9,5,10,17,5-May,Y,Y,Y,2,0,Bayern Munich-Freiburg,233,5,65,20,0,100,200,1300,50,325,650,2330,1000
