"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","bundesliga_goalmins","n","bundesliga_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"6","D1","2022-08-06","Wolfsburg","Werder Bremen",2,2,"D",1,2,"A",1.93,3.7,4.29,"1-2","2-2",13,3,10,5,2,2,0,0,2,5,11,14,4,7,25,"2-5","Y","Y","Y",4,0,"Wolfsburg-Werder Bremen",139,4,0,40,400,160,280,0,28,0,0,973,1120
"18","D1","2022-08-14","Bayern Munich","Wolfsburg",2,0,"H",2,0,"H",1.17,9.29,14.98,"2-0","2-0",24,8,7,1,2,1,0,0,8,4,7,10,2,12,17,"8-4","Y","N","N",3,0,"Bayern Munich-Wolfsburg",76,2,67,30,200,60,360,2010,24,134,804,912,720
"24","D1","2022-08-20","Wolfsburg","Schalke 04",0,0,"D",0,0,"D",1.88,3.78,4.38,"0-0","0-0",16,6,9,2,1,3,0,0,12,4,13,10,0,16,23,"12-4","N","N","N",4,0,"Wolfsburg-Schalke 04",0,0,0,40,300,0,640,0,0,0,0,0,0
"32","D1","2022-08-27","RB Leipzig","Wolfsburg",2,0,"H",1,0,"H",1.5,4.73,6.89,"1-0","2-0",16,7,9,4,3,3,0,0,8,4,20,15,2,12,35,"8-4","Y","N","N",6,0,"RB Leipzig-Wolfsburg",95,2,0,60,900,120,720,0,24,0,0,1140,1440
"42","D1","2022-09-03","Wolfsburg","FC Koln",2,4,"A",1,3,"A",2.16,3.58,3.57,"1-3","2-4",9,3,18,5,2,1,0,0,5,4,13,14,6,9,27,"5-4","Y","Y","Y",3,0,"Wolfsburg-FC Koln",260,6,67,30,200,180,270,2010,54,402,603,2340,1620
"48","D1","2022-09-10","Ein Frankfurt","Wolfsburg",0,1,"A",0,0,"D",2.09,3.57,3.8,"0-0","0-1",11,0,6,3,2,4,0,0,10,5,16,13,1,15,29,"10-5","N","N","N",6,0,"Ein Frankfurt-Wolfsburg",60,1,4,60,800,60,900,240,15,4,60,900,900
"61","D1","2022-09-18","Union Berlin","Wolfsburg",2,0,"H",0,0,"D",2.07,3.43,4.02,"0-0","2-0",16,4,5,0,0,0,0,0,4,1,18,6,2,5,24,"4-1","Y","N","N",0,0,"Union Berlin-Wolfsburg",131,2,72,0,0,0,0,0,10,144,360,655,0
"69","D1","2022-10-01","Wolfsburg","Stuttgart",3,2,"H",2,2,"D",2.41,3.53,3.08,"2-2","3-2",20,7,15,7,3,5,0,0,8,5,16,14,5,13,30,"8-5","Y","Y","Y",8,0,"Wolfsburg-Stuttgart",218,5,105,80,1500,400,1040,8400,65,525,1365,2834,5200
"74","D1","2022-10-08","Augsburg","Wolfsburg",1,1,"D",0,1,"A",3.04,3.43,2.49,"0-1","1-1",18,5,12,7,5,3,0,0,11,5,19,11,2,16,30,"11-5","Y","N","N",8,0,"Augsburg-Wolfsburg",82,2,33,80,1500,160,1280,2640,32,66,528,1312,2560
"86","D1","2022-10-15","Wolfsburg","Mgladbach",2,2,"D",1,1,"D",2.69,3.66,2.65,"1-1","2-2",16,4,10,5,3,3,0,0,7,6,13,11,4,13,24,"7-6","Y","Y","Y",6,0,"Wolfsburg-Mgladbach",172,4,84,60,900,240,780,5040,52,336,1092,2236,3120
