"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","seriea_goalmins","n","seriea_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"9","I1",2022-08-15,"Verona","Napoli",2,5,"A",1,2,"A",3.65,3.66,2.1,"1-2","2-5",6,3,25,8,2,2,0,0,4,8,15,6,7,12,21,"4-8","Y","Y","Y",4,0,"Verona-Napoli",358,7,0,40,400,280,480,0,84,0,0,4296,3360
"18","I1",2022-08-21,"Bologna","Verona",1,1,"D",1,1,"D",2.25,3.48,3.44,"1-1","1-1",17,5,19,3,3,3,1,0,9,8,10,14,2,17,24,"9-8","Y","N","N",6,1,"Bologna-Verona",64,2,18,85,1650,170,1445,1530,34,36,306,1088,2890
"28","I1",2022-08-28,"Verona","Atalanta",0,1,"A",0,0,"D",4.49,4.08,1.8,"0-0","0-1",14,2,15,7,3,3,0,0,7,6,15,7,1,13,22,"7-6","N","N","N",6,0,"Verona-Atalanta",50,1,7,60,900,60,780,420,13,7,91,650,780
"34","I1",2022-08-31,"Empoli","Verona",1,1,"D",1,0,"H",2.79,3.39,2.71,"1-0","1-1",16,4,9,3,0,4,0,0,7,10,5,21,2,17,26,"7-10","Y","N","N",4,0,"Empoli-Verona",95,2,65,40,0,80,680,2600,34,130,1105,1615,1360
"46","I1",2022-09-04,"Verona","Sampdoria",2,1,"H",2,1,"H",2.1,3.55,3.79,"2-1","2-1",17,9,11,3,2,2,0,0,7,2,16,11,3,9,27,"7-2","Y","Y","N",4,0,"Verona-Sampdoria",129,3,14,40,400,120,360,560,27,42,126,1161,1080
"58","I1",2022-09-11,"Lazio","Verona",2,0,"H",0,0,"D",1.61,4.35,5.74,"0-0","2-0",15,6,7,1,2,5,0,0,3,5,5,23,2,8,28,"3-5","Y","N","N",7,0,"Lazio-Verona",158,2,27,70,1000,140,560,1890,16,54,216,1264,1120
"67","I1",2022-09-18,"Fiorentina","Verona",2,0,"H",1,0,"H",1.84,3.86,4.53,"1-0","2-0",15,9,8,1,4,4,0,0,7,3,18,17,2,10,35,"7-3","Y","N","N",8,0,"Fiorentina-Verona",103,2,33,80,1600,160,800,2640,20,66,330,1030,1600
"80","I1",2022-10-03,"Verona","Udinese",1,2,"A",1,0,"H",3.26,3.59,2.29,"1-0","1-2",7,2,21,8,3,3,0,0,4,9,15,11,3,13,26,"4-9","Y","Y","N",6,0,"Verona-Udinese",183,3,41,60,900,180,780,2460,39,123,533,2379,2340
"86","I1",2022-10-09,"Salernitana","Verona",2,1,"H",1,0,"H",2.5,3.47,2.99,"1-0","2-1",14,4,12,2,3,3,1,1,1,6,9,15,3,7,24,"1-6","Y","Y","N",6,2,"Salernitana-Verona",164,3,157,110,3025,330,770,17270,21,471,1099,1148,2310
"98","I1",2022-10-16,"Verona","Milan",1,2,"A",1,1,"D",6.38,4.26,1.58,"1-1","1-2",19,5,16,6,3,2,0,0,9,3,7,9,3,12,16,"9-3","Y","Y","N",5,0,"Verona-Milan",109,3,33,50,600,150,600,1650,36,99,396,1308,1800
