"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","E1",2024-04-06,"QPR","Sheffield Weds",0,2,"A",0,0,"D",2.01,3.23,4.4,"0-0","0-2",16,1,7,4,3,3,0,0,5,2,13,10,2,7,23,"5-2","Y","N","N",6,0,"2024-04-06-QPR-Sheffield Weds","Graham Scott",2,1,1.5,155,60,900,120,420,14,1085,840,1,2,0,0,2,1,0,0,10,20,30,20,10,30,900,211,0,174,0,211,174,385,40,40,40,0,81
"2","E1",2024-04-09,"Sheffield Weds","Norwich",2,2,"D",0,2,"A",3.38,3.45,2.23,"0-2","2-2",11,5,13,6,2,1,0,0,10,3,15,9,4,13,24,"10-3","Y","Y","Y",3,0,"2024-04-09-Sheffield Weds-Norwich","Chris Kavanagh",4,1.5,1.6,190,30,200,120,390,52,2470,1560,0,1,0,0,2,0,0,0,0,10,10,20,0,20,200,157,0,38,0,157,38,195,76,38,38,0,114
"3","E1",2024-04-13,"Sheffield Weds","Stoke",1,1,"D",0,0,"D",2.69,3.2,2.87,"0-0","1-1",15,5,8,2,1,4,0,0,8,1,9,20,2,9,29,"8-1","Y","N","N",5,0,"2024-04-13-Sheffield Weds-Stoke","Stephen Martin",2,1.5,0.6,144,50,400,100,450,18,1296,900,1,1,0,0,0,3,0,0,10,10,20,0,30,30,600,27,0,241,0,27,241,268,27,33,27,0,82
"4","E1",2024-04-21,"Blackburn","Sheffield Weds",1,3,"A",1,1,"D",2.09,3.54,3.68,"1-1","1-3",8,3,11,5,3,3,0,0,6,2,9,12,4,8,21,"6-2","Y","Y","Y",6,0,"2024-04-21-Blackburn-Sheffield Weds","Joshua Smith",4,1,1.7,73,60,900,240,480,32,584,1920,0,0,0,0,3,3,0,0,0,0,0,30,30,60,0,230,0,229,0,230,229,459,61,67,61,0,114
"5","E1",2024-04-27,"Sheffield Weds","West Brom",3,0,"H",1,0,"H",2.99,3.36,2.5,"1-0","3-0",13,7,22,8,3,1,0,0,6,12,7,6,3,18,13,"6-12","Y","Y","N",4,0,"2024-04-27-Sheffield Weds-West Brom","Graham Scott",3,2,1.3,141,40,300,120,720,54,2538,2160,1,0,0,0,2,1,0,0,10,0,10,20,10,30,300,189,0,97,0,189,97,286,23,97,23,0,119
"6","E1",2024-05-04,"Sunderland","Sheffield Weds",0,2,"A",0,2,"A",2.82,3.18,2.7,"0-2","0-2",18,3,12,2,1,1,0,0,6,5,4,19,2,11,23,"6-5","Y","N","N",2,0,"2024-05-04-Sunderland-Sheffield Weds","Gavin Ward",2,1.7,1.3,67,20,100,40,220,22,737,440,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,49,0,78,0,49,78,127,49,78,49,0,73
"7","E1",2024-04-06,"QPR","Sheffield Weds",0,2,"A",0,0,"D",2.01,3.23,4.4,"0-0","0-2",16,1,7,4,3,3,0,0,5,2,13,10,2,7,23,"5-2","Y","N","N",6,0,"2024-04-06-QPR-Sheffield Weds","Graham Scott",2,1,1.5,155,60,900,120,420,14,1085,840,1,2,0,0,2,1,0,0,10,20,30,20,10,30,900,211,0,174,0,211,174,385,40,40,40,0,81
"8","E1",2024-04-09,"Plymouth","QPR",1,1,"D",0,0,"D",3.18,3.32,2.4,"0-0","1-1",13,5,14,4,0,2,0,0,10,4,12,12,2,14,24,"10-4","Y","N","N",2,0,"2024-04-09-Plymouth-QPR","Jeremy Simpson",2,0.5,1.6,73,20,0,40,280,28,1022,560,0,1,0,0,0,1,0,0,0,10,10,0,10,10,100,0,0,138,0,0,138,138,0,42,42,0,82
"9","E1",2024-04-13,"Hull","QPR",3,0,"H",2,0,"H",2.05,3.43,3.91,"2-0","3-0",7,5,11,3,2,1,0,0,4,4,12,17,3,8,29,"4-4","Y","Y","N",3,0,"2024-04-13-Hull-QPR","Tom Nield",3,0.6,1.4,87,30,200,90,240,24,696,720,0,1,0,0,2,0,0,0,0,10,10,20,0,20,200,153,0,36,0,153,36,189,75,36,36,0,84
"10","E1",2024-04-20,"QPR","Preston",1,0,"H",1,0,"H",1.89,3.58,4.39,"1-0","1-0",18,7,10,2,2,4,0,0,5,3,9,16,1,8,25,"5-3","N","N","N",6,0,"2024-04-20-QPR-Preston","Gavin Ward",1,1.8,0.6,20,60,800,60,480,8,160,480,1,0,0,0,1,4,0,0,10,0,10,10,40,50,500,123,0,289,0,123,289,412,36,58,36,0,69
