"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","Referee","n","Home_xG","Away_xG","Total_Goalmins","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","GoalsXcorners","TGMXcorners","GoalsXcornerXbookings","FH_HYC","FH_AYC","FH_HRC","FH_ARC","SH_HYC","SH_AYC","SH_HRC","SH_ARC","FH_HomeBookings","FH_AwayBookings","FH_TotalBookings","SH_HomeBookings","SH_AwayBookings","SH_TotalBookings","MultiBookings","Home_YCmins","Home_RCmins","Away_YCmins","Away_RCmins","Home_TotalCardmins","Away_TotalCardmins","match_TotalCardmins","Home_first_YCTime","Away_first_YCTime","match_First_YCTime","Penalty","MatchPerfomance"
"1","D2",2024-04-14,"Magdeburg","Hamburg",2,2,"D",2,0,"H",3.13,3.89,2.19,"2-0","2-2",14,8,23,8,2,0,0,1,3,9,12,12,4,12,24,"3-9","Y","Y","Y",2,1,"2024-04-14-Magdeburg-Hamburg","Robert Kampka",4,2.7,2.4,240,45,500,180,540,48,2880,2160,1,0,0,1,1,0,0,0,10,25,35,10,0,10,350,118,0,0,48,118,48,166,46,0,46,2,141
"2","D2",2024-04-21,"Hansa Rostock","Magdeburg",0,2,"A",0,2,"A",2.87,3.51,2.5,"0-2","0-2",10,3,11,3,4,3,0,0,6,1,17,11,2,7,28,"6-1","Y","N","N",7,0,"2024-04-21-Hansa Rostock-Magdeburg","Daniel Schlager",2,0.4,1.6,58,70,1200,140,490,14,406,980,3,1,0,0,1,2,0,0,30,10,40,10,20,30,1200,187,0,128,0,187,128,315,37,24,24,0,86
"3","D2",2024-04-28,"Magdeburg","Osnabruck",1,1,"D",1,1,"D",1.67,4.27,4.95,"1-1","1-1",12,6,11,4,2,4,0,0,10,5,14,15,2,15,29,"10-5","Y","N","N",6,0,"2024-04-28-Magdeburg-Osnabruck","Robin Braun",2,1.8,1.4,85,60,800,120,900,30,1275,1800,1,1,0,0,1,3,0,0,10,10,20,10,30,40,800,100,0,244,0,100,244,344,17,40,17,2,125
"4","D2",2024-05-04,"Kaiserslautern","Magdeburg",4,1,"H",2,0,"H",2.08,3.71,3.54,"2-0","4-1",11,6,11,5,3,2,0,0,3,8,10,15,5,11,25,"3-8","Y","Y","Y",5,0,"2024-05-04-Kaiserslautern-Magdeburg","Patrick Ittrich",5,2.2,0.9,254,50,600,250,550,55,2794,2750,0,1,0,0,3,1,0,0,0,10,10,30,10,40,400,177,0,127,0,177,127,304,49,45,45,0,133
"5","D2",2024-05-10,"Magdeburg","Greuther Furth",0,0,"D",0,0,"D",2.03,3.86,3.54,"0-0","0-0",10,2,9,5,2,1,0,0,1,2,14,13,0,3,27,"1-2","N","N","N",3,0,"2024-05-10-Magdeburg-Greuther Furth","Tom Bauer",0,0.5,1.9,0,30,200,0,90,0,0,0,0,1,0,0,2,0,0,0,0,10,10,20,0,20,200,149,0,29,0,149,29,178,59,29,29,0,24
"6","D2",2024-05-19,"Fortuna Dusseldorf","Magdeburg",3,2,"H",2,1,"H",1.81,4.7,3.32,"2-1","3-2",18,7,11,8,4,2,0,0,6,11,8,8,5,17,16,"6-11","Y","Y","Y",6,0,"2024-05-19-Fortuna Dusseldorf-Magdeburg","Timo Gerach",5,2.2,1.4,192,60,800,300,1020,85,3264,5100,2,0,0,0,2,2,0,0,20,0,20,20,20,40,800,233,0,179,0,233,179,412,26,84,26,0,156
"7","D2",2024-04-14,"Magdeburg","Hamburg",2,2,"D",2,0,"H",3.13,3.89,2.19,"2-0","2-2",14,8,23,8,2,0,0,1,3,9,12,12,4,12,24,"3-9","Y","Y","Y",2,1,"2024-04-14-Magdeburg-Hamburg","Robert Kampka",4,2.7,2.4,240,45,500,180,540,48,2880,2160,1,0,0,1,1,0,0,0,10,25,35,10,0,10,350,118,0,0,48,118,48,166,46,0,46,2,141
"8","D2",2024-04-20,"Hamburg","Holstein Kiel",0,1,"A",0,0,"D",2.08,3.94,3.34,"0-0","0-1",21,4,12,3,1,2,0,1,13,4,12,8,1,17,20,"13-4","N","N","N",3,1,"2024-04-20-Hamburg-Holstein Kiel","Sascha Stegemann",1,1.5,0.9,59,55,450,55,935,17,1003,935,0,0,0,0,1,1,0,0,0,0,0,10,10,20,0,67,0,72,0,67,72,139,67,72,67,0,96
"9","D2",2024-04-27,"Braunschweig","Hamburg",0,4,"A",0,2,"A",3.24,3.65,2.22,"0-2","0-4",5,2,17,6,0,1,0,0,1,6,8,10,4,7,18,"1-6","Y","Y","Y",1,0,"2024-04-27-Braunschweig-Hamburg","Daniel Siebert",4,0.4,3.3,184,10,0,40,70,28,1288,280,0,1,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,33,0,0,33,33,0,33,33,0,86
"10","D2",2024-05-03,"Hamburg","St Pauli",1,0,"H",0,0,"D",2.25,3.77,3.08,"0-0","1-0",15,6,14,4,2,3,0,1,5,1,15,11,1,6,26,"5-1","N","N","N",5,1,"2024-05-03-Hamburg-St Pauli","Matthias Jöllenbeck",1,1.7,1.4,182,75,1100,75,450,6,1092,450,1,1,0,0,1,1,0,0,10,10,20,10,10,20,400,105,0,128,0,105,128,233,39,49,39,1,83
"11","D2",2024-05-10,"Paderborn","Hamburg",1,0,"H",1,0,"H",3.48,4.59,1.88,"1-0","1-0",15,3,10,2,3,2,0,0,4,9,10,10,1,13,20,"4-9","N","N","N",5,0,"2024-05-10-Paderborn-Hamburg","Frank Willenborg",1,1.1,0.5,7,50,600,50,650,13,91,650,2,1,0,0,1,1,0,0,20,10,30,10,10,20,600,140,0,97,0,140,97,237,32,47,32,0,79
